Order_ID,Order_Date,Customer_ID,Region,Category,Product,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Year,Month,Month_Name,Year_Month
778,2025-07-07,C1232,Central,Furniture,Office Chair,3,162.26,0.0,462.44,361.8,100.64,0.21762823285182942,2025,7,Jul,2025-07
779,2025-06-24,C1599,North,Office Supplies,Notebook,1,8.21,0.0,8.21,6.53,1.68,0.20462850182704018,2025,6,Jun,2025-06
780,2024-05-28,C1429,West,Furniture,Desk,3,274.14,0.05,781.3,572.51,208.79,0.2672340970177909,2024,5,May,2024-05
781,2024-01-17,C1215,Central,Electronics,Monitor,3,232.82,0.15,593.69,438.79,154.9,0.26091057622665026,2024,1,Jan,2024-01
782,2024-06-06,C1423,North,Accessories,Backpack,3,43.89,0.1,118.5,106.86,11.64,0.09822784810126582,2024,6,Jun,2024-06
783,2025-08-28,C1539,South,Accessories,USB Hub,7,28.55,0.05,189.86,149.55,40.31,0.21231433687980616,2025,8,Aug,2025-08
784,2024-01-02,C1038,West,Accessories,Backpack,4,44.64,0.1,160.7,124.95,35.75,0.2224642190416926,2024,1,Jan,2024-01
785,2025-10-21,C1013,West,Furniture,Table Lamp,2,51.14,0.05,97.17,75.24,21.93,0.22568694041370793,2025,10,Oct,2025-10
786,2025-07-13,C1387,North,Accessories,USB Hub,6,30.76,0.0,184.56,118.26,66.3,0.35923276983094926,2025,7,Jul,2025-07
787,2025-04-12,C1498,East,Furniture,Desk,1,262.44,0.0,262.44,186.62,75.82,0.28890413046791646,2025,4,Apr,2025-04
788,2024-11-27,C1172,South,Electronics,Laptop,6,684.39,0.15,3490.39,2459.61,1030.78,0.2953194342179527,2024,11,Nov,2024-11
789,2025-10-10,C1325,North,Electronics,Smartphone,5,518.68,0.2,2074.72,1937.84,136.88,0.0659751677334773,2025,10,Oct,2025-10
790,2024-08-01,C1311,South,Office Supplies,Printer Paper,1,11.8,0.05,11.21,6.97,4.24,0.37823371989295274,2024,8,Aug,2024-08
791,2025-06-11,C1401,East,Electronics,Laptop,7,660.57,0.15,3930.39,2769.51,1160.88,0.29536000244250576,2025,6,Jun,2025-06
792,2024-10-05,C1589,East,Accessories,Keyboard,5,37.44,0.05,177.84,130.72,47.12,0.26495726495726496,2024,10,Oct,2024-10
793,2025-04-10,C1531,East,Accessories,Mouse,2,27.17,0.1,48.91,40.99,7.92,0.16193007564915152,2025,4,Apr,2025-04
794,2025-12-31,C1523,Central,Office Supplies,Printer Paper,4,13.15,0.1,47.34,40.27,7.07,0.14934516265314743,2025,12,Dec,2025-12
795,2025-02-03,C1424,North,Furniture,Bookshelf,1,135.05,0.0,135.05,95.96,39.09,0.2894483524620511,2025,2,Feb,2025-02
796,2025-06-07,C1283,South,Office Supplies,Pen Set,4,9.37,0.0,37.48,26.21,11.27,0.3006937033084312,2025,6,Jun,2025-06
797,2025-02-07,C1567,West,Electronics,Laptop,5,648.61,0.0,3243.05,2103.64,1139.41,0.3513390172831131,2025,2,Feb,2025-02
798,2024-04-10,C1543,North,Office Supplies,Pen Set,5,9.4,0.15,39.95,37.12,2.83,0.07083854818523154,2024,4,Apr,2024-04
799,2024-11-10,C1109,Central,Electronics,Laptop,6,595.65,0.05,3395.2,2240.96,1154.24,0.3399622997172479,2024,11,Nov,2024-11
800,2025-12-03,C1508,Central,Furniture,Table Lamp,4,52.47,0.1,188.89,157.11,31.78,0.16824606914076978,2025,12,Dec,2025-12
801,2024-08-14,C1433,Central,Electronics,Smartphone,6,442.91,0.0,2657.46,1543.83,1113.63,0.41905804791041074,2024,8,Aug,2024-08
802,2025-05-10,C1541,West,Office Supplies,Pen Set,4,10.33,0.1,37.19,25.96,11.23,0.30196289325087394,2025,5,May,2025-05
803,2025-09-17,C1059,North,Electronics,Monitor,7,228.77,0.1,1441.25,971.86,469.39,0.32568256721595834,2025,9,Sep,2025-09
804,2025-08-24,C1562,East,Furniture,Desk,3,240.14,0.1,648.38,548.65,99.73,0.15381412134859188,2025,8,Aug,2025-08
805,2024-04-27,C1412,East,Accessories,Mouse,7,23.37,0.1,147.23,123.34,23.89,0.16226312572166,2024,4,Apr,2024-04
806,2024-03-15,C1480,North,Office Supplies,Pen Set,7,10.67,0.0,74.69,46.09,28.6,0.38291605301914583,2024,3,Mar,2024-03
807,2024-05-30,C1243,South,Electronics,Smartphone,1,486.39,0.0,486.39,357.93,128.46,0.26410904829457843,2024,5,May,2024-05
808,2025-05-26,C1399,South,Electronics,Smartphone,6,516.71,0.0,3100.26,2223.52,876.74,0.2827956364950036,2025,5,May,2025-05
809,2025-02-10,C1326,East,Furniture,Desk,4,246.54,0.05,936.85,575.69,361.16,0.3855046165341304,2025,2,Feb,2025-02
810,2025-01-05,C1214,North,Electronics,Monitor,5,206.76,0.0,1033.8,847.68,186.12,0.1800348229831689,2025,1,Jan,2025-01
811,2024-01-24,C1470,South,Accessories,Backpack,3,46.83,0.0,140.49,95.06,45.43,0.3233682112605879,2024,1,Jan,2024-01
812,2025-11-05,C1118,West,Accessories,Mouse,2,26.44,0.05,50.24,39.32,10.92,0.21735668789808915,2025,11,Nov,2025-11
813,2024-08-24,C1063,West,Electronics,Monitor,5,209.79,0.0,1048.95,739.35,309.6,0.2951522951522952,2024,8,Aug,2024-08
814,2025-11-17,C1511,North,Office Supplies,Pen Set,7,10.62,0.05,70.62,49.88,20.74,0.2936845086377796,2025,11,Nov,2025-11
815,2025-04-06,C1197,North,Accessories,Keyboard,2,35.02,0.05,66.54,48.92,17.62,0.2648031259392846,2025,4,Apr,2025-04
816,2025-01-01,C1455,South,Accessories,USB Hub,4,32.2,0.1,115.92,102.34,13.58,0.11714975845410627,2025,1,Jan,2025-01
817,2024-12-31,C1590,South,Office Supplies,Notebook,3,7.47,0.1,20.17,17.29,2.88,0.14278631631135347,2024,12,Dec,2024-12
818,2025-09-11,C1284,East,Accessories,Mouse,3,24.5,0.0,73.5,52.33,21.17,0.2880272108843538,2025,9,Sep,2025-09
819,2024-07-31,C1466,West,Accessories,USB Hub,2,30.12,0.05,57.23,37.69,19.54,0.341429320286563,2024,7,Jul,2024-07
820,2025-04-03,C1258,Central,Electronics,Smartphone,3,518.35,0.05,1477.3,1253.08,224.22,0.15177689027279498,2025,4,Apr,2025-04
821,2025-12-13,C1006,West,Furniture,Desk,2,274.3,0.2,438.88,400.07,38.81,0.08842963908129786,2025,12,Dec,2025-12
822,2024-08-23,C1569,East,Accessories,USB Hub,3,29.3,0.0,87.9,60.36,27.54,0.31331058020477814,2024,8,Aug,2024-08
823,2024-10-24,C1281,East,Electronics,Headphones,2,86.75,0.2,138.8,136.78,2.02,0.014553314121037463,2024,10,Oct,2024-10
824,2024-11-18,C1235,South,Electronics,Monitor,2,232.45,0.05,441.66,319.03,122.63,0.2776570212380564,2024,11,Nov,2024-11
825,2025-11-05,C1273,West,Furniture,Desk,5,253.1,0.05,1202.22,893.73,308.49,0.2566002894644907,2025,11,Nov,2025-11
826,2024-06-09,C1405,East,Office Supplies,Stapler,5,16.3,0.0,81.5,61.42,20.08,0.2463803680981595,2024,6,Jun,2024-06
827,2025-11-28,C1302,West,Electronics,Monitor,3,222.01,0.05,632.73,443.75,188.98,0.2986739999683909,2025,11,Nov,2025-11
828,2025-01-26,C1011,North,Accessories,Mouse,3,22.76,0.05,64.87,40.22,24.65,0.37999075073223365,2025,1,Jan,2025-01
829,2025-03-21,C1253,East,Furniture,Desk,6,242.75,0.1,1310.85,911.16,399.69,0.3049090284929626,2025,3,Mar,2025-03
830,2024-06-28,C1570,West,Accessories,USB Hub,4,28.64,0.0,114.56,93.39,21.17,0.18479399441340782,2024,6,Jun,2024-06
831,2024-04-02,C1232,Central,Electronics,Headphones,3,97.57,0.1,263.44,237.8,25.64,0.09732766474339509,2024,4,Apr,2024-04
832,2025-04-01,C1141,East,Accessories,Mouse,7,24.83,0.0,173.81,110.83,62.98,0.3623496921926241,2025,4,Apr,2025-04
833,2025-02-18,C1140,East,Office Supplies,Pen Set,7,10.01,0.0,70.07,54.6,15.47,0.2207792207792208,2025,2,Feb,2025-02
834,2024-12-22,C1031,South,Accessories,USB Hub,6,27.24,0.0,163.44,123.87,39.57,0.2421071953010279,2024,12,Dec,2024-12
835,2024-08-27,C1422,North,Electronics,Laptop,4,668.93,0.1,2408.15,2124.77,283.38,0.11767539397462783,2024,8,Aug,2024-08
836,2025-04-24,C1289,East,Office Supplies,Notebook,7,7.34,0.1,46.24,34.9,11.34,0.24524221453287195,2025,4,Apr,2025-04
837,2024-12-02,C1576,Central,Electronics,Smartphone,3,474.3,0.05,1351.76,1117.93,233.83,0.17298189027638045,2024,12,Dec,2024-12
838,2025-09-26,C1550,West,Office Supplies,Stapler,1,15.07,0.1,13.56,8.83,4.73,0.34882005899705015,2025,9,Sep,2025-09
839,2024-06-29,C1396,South,Office Supplies,Pen Set,4,9.38,0.0,37.52,22.89,14.63,0.38992537313432835,2024,6,Jun,2024-06
840,2025-08-30,C1230,Central,Office Supplies,Stapler,6,14.9,0.2,71.52,53.1,18.42,0.25755033557046986,2025,8,Aug,2025-08
841,2024-06-30,C1394,North,Office Supplies,Stapler,1,15.27,0.0,15.27,11.5,3.77,0.24688932547478717,2024,6,Jun,2024-06
842,2025-11-26,C1221,East,Electronics,Smartphone,3,468.35,0.1,1264.55,1136.77,127.78,0.1010478035664861,2025,11,Nov,2025-11
843,2025-03-13,C1331,South,Electronics,Headphones,4,91.71,0.0,366.84,260.24,106.6,0.29058990295496673,2025,3,Mar,2025-03
844,2024-04-13,C1023,East,Electronics,Monitor,2,202.17,0.0,404.34,237.71,166.63,0.41210367512489493,2024,4,Apr,2024-04
845,2025-07-11,C1128,West,Electronics,Laptop,3,674.08,0.0,2022.24,1649.45,372.79,0.18434508268059183,2025,7,Jul,2025-07
846,2024-06-06,C1177,Central,Electronics,Monitor,2,213.69,0.15,363.27,274.69,88.58,0.24384066947449556,2024,6,Jun,2024-06
847,2024-08-15,C1357,West,Electronics,Headphones,6,90.85,0.1,490.59,401.19,89.4,0.1822295603253226,2024,8,Aug,2024-08
848,2025-10-18,C1303,North,Furniture,Office Chair,3,174.95,0.1,472.36,355.53,116.83,0.24733254297569648,2025,10,Oct,2025-10
849,2024-09-18,C1138,North,Electronics,Monitor,3,229.45,0.05,653.93,498.99,154.94,0.23693667517930056,2024,9,Sep,2024-09
850,2024-05-08,C1094,South,Furniture,Table Lamp,7,51.94,0.0,363.58,278.98,84.6,0.23268606634028274,2024,5,May,2024-05
851,2024-11-22,C1441,North,Furniture,Bookshelf,1,148.61,0.0,148.61,113.71,34.9,0.23484287732992393,2024,11,Nov,2024-11
852,2025-10-14,C1128,Central,Office Supplies,Pen Set,1,10.6,0.15,9.01,7.44,1.57,0.17425083240843509,2025,10,Oct,2025-10
853,2025-12-02,C1016,West,Office Supplies,Pen Set,1,9.45,0.0,9.45,5.96,3.49,0.36931216931216937,2025,12,Dec,2025-12
854,2025-02-26,C1297,North,Accessories,USB Hub,4,29.19,0.15,99.25,91.3,7.95,0.0801007556675063,2025,2,Feb,2025-02
855,2025-05-24,C1359,North,Electronics,Smartphone,7,515.32,0.15,3066.15,2524.79,541.36,0.1765601813348988,2025,5,May,2025-05
856,2025-12-06,C1153,West,Electronics,Laptop,1,619.92,0.2,495.94,433.17,62.77,0.12656772996733476,2025,12,Dec,2025-12
857,2024-05-06,C1052,West,Electronics,Smartphone,4,462.46,0.1,1664.86,1287.66,377.2,0.2265655971072643,2024,5,May,2024-05
858,2025-12-07,C1598,West,Office Supplies,Pen Set,1,10.51,0.0,10.51,8.51,2.0,0.19029495718363465,2025,12,Dec,2025-12
859,2025-05-23,C1485,North,Furniture,Office Chair,4,187.09,0.05,710.94,534.65,176.29,0.2479674796747967,2025,5,May,2025-05
860,2025-08-23,C1340,West,Furniture,Office Chair,6,184.93,0.0,1109.58,903.14,206.44,0.1860523801798879,2025,8,Aug,2025-08
861,2025-02-16,C1558,South,Furniture,Office Chair,3,188.62,0.15,480.98,339.96,141.02,0.293193064160672,2025,2,Feb,2025-02
862,2024-04-22,C1319,East,Electronics,Smartphone,5,475.58,0.1,2140.11,1551.34,588.77,0.27511202695188564,2024,4,Apr,2024-04
863,2025-01-03,C1177,West,Electronics,Smartphone,4,520.39,0.0,2081.56,1497.85,583.71,0.28041949307250336,2025,1,Jan,2025-01
864,2024-12-06,C1454,East,Furniture,Bookshelf,1,129.27,0.1,116.34,78.98,37.36,0.32112772906996734,2024,12,Dec,2024-12
865,2024-12-21,C1390,Central,Electronics,Headphones,3,85.46,0.1,230.74,150.94,79.8,0.34584380688220506,2024,12,Dec,2024-12
866,2025-03-09,C1253,West,Electronics,Laptop,7,679.31,0.05,4517.41,2887.22,1630.19,0.3608682851456919,2025,3,Mar,2025-03
867,2024-09-02,C1551,West,Office Supplies,Printer Paper,4,10.97,0.05,41.69,29.09,12.6,0.30223075077956346,2024,9,Sep,2024-09
868,2025-03-30,C1128,East,Electronics,Laptop,5,668.12,0.1,3006.54,2208.54,798.0,0.2654213813885729,2025,3,Mar,2025-03
869,2024-10-13,C1323,East,Electronics,Monitor,2,232.94,0.1,419.29,325.51,93.78,0.22366381263564597,2024,10,Oct,2024-10
870,2024-02-25,C1071,South,Furniture,Table Lamp,4,57.04,0.15,193.94,179.37,14.57,0.07512632773022584,2024,2,Feb,2024-02
871,2025-08-16,C1133,South,Electronics,Monitor,4,209.05,0.05,794.39,549.33,245.06,0.3084882740215763,2025,8,Aug,2025-08
872,2025-01-29,C1324,East,Furniture,Bookshelf,2,148.29,0.05,281.75,193.78,87.97,0.31222715173025734,2025,1,Jan,2025-01
873,2025-01-30,C1024,West,Electronics,Smartphone,6,509.54,0.05,2904.38,1953.95,950.43,0.32724023715904943,2025,1,Jan,2025-01
874,2024-11-06,C1497,Central,Office Supplies,Stapler,6,15.08,0.1,81.43,66.71,14.72,0.18076875844283433,2024,11,Nov,2024-11
875,2025-08-09,C1387,Central,Electronics,Laptop,1,633.45,0.0,633.45,420.87,212.58,0.33559081221880177,2025,8,Aug,2025-08
876,2024-05-17,C1371,West,Electronics,Headphones,2,91.11,0.15,154.89,138.09,16.8,0.10846407127638971,2024,5,May,2024-05
877,2025-01-19,C1393,South,Accessories,Keyboard,1,36.72,0.1,33.05,24.64,8.41,0.25446293494704997,2025,1,Jan,2025-01
878,2025-06-17,C1452,East,Accessories,Backpack,4,46.45,0.1,167.22,148.04,19.18,0.11469919866044731,2025,6,Jun,2025-06
879,2024-04-14,C1239,East,Electronics,Smartphone,3,446.78,0.0,1340.34,1004.3,336.04,0.250712505782115,2024,4,Apr,2024-04
880,2024-01-07,C1192,East,Office Supplies,Pen Set,5,10.49,0.15,44.58,30.86,13.72,0.3077613279497533,2024,1,Jan,2024-01
881,2025-12-30,C1363,West,Electronics,Laptop,1,646.63,0.15,549.64,375.68,173.96,0.3164980714649589,2025,12,Dec,2025-12
882,2025-05-19,C1176,East,Electronics,Laptop,4,608.12,0.1,2189.23,1929.56,259.67,0.11861248018709775,2025,5,May,2025-05
883,2025-06-28,C1393,West,Office Supplies,Pen Set,1,10.47,0.15,8.9,8.29,0.61,0.06853932584269662,2025,6,Jun,2025-06
884,2025-11-30,C1568,West,Accessories,Backpack,1,45.16,0.0,45.16,32.56,12.6,0.27900797165633306,2025,11,Nov,2025-11
885,2024-08-23,C1582,East,Accessories,Mouse,2,23.93,0.2,38.29,30.98,7.31,0.19091146513449986,2024,8,Aug,2024-08
886,2024-10-13,C1548,Central,Furniture,Desk,6,265.76,0.1,1435.1,1025.99,409.11,0.28507421085638635,2024,10,Oct,2024-10
887,2025-07-13,C1101,East,Accessories,USB Hub,6,31.84,0.1,171.94,118.0,53.94,0.31371408630917763,2025,7,Jul,2025-07
888,2025-06-24,C1188,South,Office Supplies,Pen Set,2,10.1,0.05,19.19,14.62,4.57,0.23814486711829078,2025,6,Jun,2025-06
889,2024-11-12,C1266,East,Office Supplies,Printer Paper,4,12.15,0.15,41.31,32.97,8.34,0.2018881626724764,2024,11,Nov,2024-11
890,2025-11-24,C1369,North,Electronics,Laptop,7,710.01,0.05,4721.57,3255.81,1465.76,0.3104391124138793,2025,11,Nov,2025-11
891,2025-10-12,C1520,West,Furniture,Office Chair,3,191.45,0.1,516.92,465.17,51.75,0.10011220304882767,2025,10,Oct,2025-10
892,2025-12-17,C1293,South,Office Supplies,Printer Paper,7,12.71,0.0,88.97,61.79,27.18,0.3054962346858492,2025,12,Dec,2025-12
893,2024-05-11,C1586,East,Accessories,Mouse,1,26.5,0.15,22.52,21.3,1.22,0.0541740674955595,2024,5,May,2024-05
894,2024-10-04,C1306,North,Accessories,Keyboard,2,38.24,0.0,76.48,49.68,26.8,0.350418410041841,2024,10,Oct,2024-10
895,2025-06-10,C1299,East,Accessories,Keyboard,5,34.07,0.0,170.35,124.12,46.23,0.2713824479013795,2025,6,Jun,2025-06
896,2024-10-02,C1554,East,Office Supplies,Printer Paper,2,12.03,0.1,21.65,15.87,5.78,0.26697459584295613,2024,10,Oct,2024-10
897,2024-03-08,C1179,East,Furniture,Table Lamp,2,53.75,0.05,102.12,80.15,21.97,0.21513905209557382,2024,3,Mar,2024-03
898,2025-04-21,C1531,West,Electronics,Monitor,3,201.16,0.1,543.13,481.67,61.46,0.1131589122309576,2025,4,Apr,2025-04
899,2024-06-07,C1589,North,Furniture,Bookshelf,7,131.03,0.05,871.35,659.23,212.12,0.24343834280140011,2024,6,Jun,2024-06
900,2025-02-22,C1230,East,Office Supplies,Stapler,6,14.35,0.05,81.79,59.82,21.97,0.26861474507886046,2025,2,Feb,2025-02
901,2024-04-05,C1382,East,Office Supplies,Notebook,1,7.32,0.0,7.32,5.19,2.13,0.29098360655737704,2024,4,Apr,2024-04
902,2024-05-17,C1285,North,Accessories,USB Hub,5,29.9,0.15,127.08,110.37,16.71,0.13149197355996223,2024,5,May,2024-05
903,2024-09-30,C1210,West,Office Supplies,Notebook,6,7.38,0.0,44.28,34.2,10.08,0.22764227642276422,2024,9,Sep,2024-09
904,2025-02-17,C1465,East,Office Supplies,Stapler,4,15.79,0.1,56.84,48.23,8.61,0.15147783251231525,2025,2,Feb,2025-02
905,2024-08-15,C1291,West,Accessories,Keyboard,6,38.34,0.05,218.54,144.5,74.04,0.3387938134895214,2024,8,Aug,2024-08
906,2024-02-22,C1560,South,Electronics,Monitor,4,225.08,0.15,765.27,611.2,154.07,0.2013276359977524,2024,2,Feb,2024-02
907,2024-07-31,C1410,Central,Accessories,Mouse,5,24.41,0.1,109.84,79.04,30.8,0.28040786598689,2024,7,Jul,2024-07
908,2025-09-05,C1540,West,Furniture,Desk,3,257.18,0.0,771.54,456.63,314.91,0.40815771055292016,2025,9,Sep,2025-09
909,2024-09-01,C1143,South,Office Supplies,Notebook,2,8.06,0.1,14.51,9.37,5.14,0.35423845623707784,2024,9,Sep,2024-09
910,2024-12-17,C1224,South,Accessories,Keyboard,5,38.31,0.1,172.4,147.44,24.96,0.14477958236658933,2024,12,Dec,2024-12
911,2024-02-12,C1063,East,Electronics,Monitor,4,221.79,0.05,842.8,658.76,184.04,0.21836734693877552,2024,2,Feb,2024-02
912,2025-07-14,C1463,East,Furniture,Bookshelf,4,134.35,0.1,483.66,328.0,155.66,0.32183765455071744,2025,7,Jul,2025-07
913,2024-07-17,C1157,North,Electronics,Monitor,6,235.39,0.1,1271.11,918.31,352.8,0.2775526901684355,2024,7,Jul,2024-07
914,2025-12-02,C1558,West,Office Supplies,Notebook,3,8.06,0.0,24.18,19.45,4.73,0.19561621174524402,2025,12,Dec,2025-12
915,2024-03-13,C1317,West,Electronics,Headphones,5,83.83,0.05,398.19,246.23,151.96,0.381626861548507,2024,3,Mar,2024-03
916,2025-12-05,C1049,South,Electronics,Smartphone,4,496.04,0.1,1785.74,1584.9,200.84,0.11246878044956153,2025,12,Dec,2025-12
917,2025-05-01,C1349,West,Electronics,Headphones,3,94.8,0.15,241.74,188.89,52.85,0.2186233143046248,2025,5,May,2025-05
918,2024-09-27,C1167,East,Electronics,Monitor,6,209.02,0.0,1254.12,969.96,284.16,0.2265811884030237,2024,9,Sep,2024-09
919,2025-10-03,C1209,West,Electronics,Monitor,1,201.23,0.15,171.05,159.9,11.15,0.06518561824028062,2025,10,Oct,2025-10
920,2025-07-03,C1300,West,Electronics,Headphones,1,88.23,0.1,79.41,52.79,26.62,0.3352222641984637,2025,7,Jul,2025-07
921,2025-09-13,C1364,West,Electronics,Headphones,1,91.54,0.05,86.96,65.98,20.98,0.24126034958601658,2025,9,Sep,2025-09
922,2025-10-13,C1011,Central,Accessories,USB Hub,5,28.6,0.15,121.55,103.22,18.33,0.15080213903743314,2025,10,Oct,2025-10
923,2024-11-15,C1209,North,Accessories,Mouse,1,26.43,0.1,23.79,20.37,3.42,0.1437578814627995,2024,11,Nov,2024-11
924,2024-10-07,C1144,East,Accessories,Backpack,3,42.96,0.05,122.44,89.09,33.35,0.2723783077425678,2024,10,Oct,2024-10
925,2024-10-15,C1464,East,Furniture,Desk,2,234.79,0.05,446.1,304.33,141.77,0.3177986998430845,2024,10,Oct,2024-10
926,2024-09-26,C1497,West,Furniture,Bookshelf,3,132.78,0.05,378.42,319.42,59.0,0.15591142117224246,2024,9,Sep,2024-09
927,2024-11-23,C1346,East,Office Supplies,Pen Set,5,9.37,0.05,44.51,33.63,10.88,0.24443945180858237,2024,11,Nov,2024-11
928,2024-04-12,C1600,South,Office Supplies,Pen Set,5,10.3,0.05,48.92,30.1,18.82,0.3847097301717089,2024,4,Apr,2024-04
929,2024-01-11,C1017,West,Electronics,Laptop,3,705.02,0.0,2115.06,1576.62,538.44,0.25457433831664356,2024,1,Jan,2024-01
930,2024-12-16,C1104,South,Office Supplies,Printer Paper,5,11.37,0.0,56.85,45.11,11.74,0.20650835532102021,2024,12,Dec,2024-12
931,2024-07-22,C1266,North,Accessories,Keyboard,6,31.97,0.0,191.82,112.55,79.27,0.41325200708998017,2024,7,Jul,2024-07
932,2025-06-05,C1101,Central,Furniture,Desk,5,255.22,0.15,1084.68,798.72,285.96,0.2636353578935723,2025,6,Jun,2025-06
933,2024-02-25,C1168,South,Electronics,Headphones,2,83.04,0.1,149.47,127.13,22.34,0.1494614303873687,2024,2,Feb,2024-02
934,2025-03-10,C1584,East,Furniture,Table Lamp,6,53.07,0.0,318.42,256.91,61.51,0.1931725394133534,2025,3,Mar,2025-03
935,2024-01-30,C1269,North,Furniture,Desk,3,266.57,0.15,679.75,592.24,87.51,0.12873850680397206,2024,1,Jan,2024-01
936,2025-11-28,C1096,Central,Electronics,Monitor,7,239.08,0.0,1673.56,1259.84,413.72,0.24720954133703008,2025,11,Nov,2025-11
937,2025-05-24,C1192,East,Office Supplies,Stapler,3,16.39,0.0,49.17,39.02,10.15,0.20642668293675004,2025,5,May,2025-05
938,2025-08-13,C1538,West,Furniture,Bookshelf,6,142.27,0.05,810.94,644.63,166.31,0.20508299011024242,2025,8,Aug,2025-08
939,2024-07-28,C1186,West,Office Supplies,Notebook,3,7.41,0.1,20.01,16.93,3.08,0.1539230384807596,2024,7,Jul,2024-07
940,2024-09-09,C1156,East,Accessories,Mouse,5,22.98,0.1,103.41,79.77,23.64,0.22860458369596753,2024,9,Sep,2024-09
941,2024-08-25,C1349,West,Electronics,Smartphone,5,471.32,0.0,2356.6,1808.03,548.57,0.23278027666977852,2024,8,Aug,2024-08
942,2025-12-08,C1099,South,Accessories,Mouse,2,25.01,0.05,47.52,36.28,11.24,0.2365319865319865,2025,12,Dec,2025-12
943,2025-06-22,C1271,East,Furniture,Office Chair,7,171.47,0.15,1020.25,760.86,259.39,0.2542416074491546,2025,6,Jun,2025-06
944,2025-06-03,C1339,South,Office Supplies,Pen Set,2,9.17,0.15,15.59,14.67,0.92,0.059012187299550996,2025,6,Jun,2025-06
945,2024-09-17,C1560,South,Furniture,Bookshelf,4,138.78,0.1,499.61,344.72,154.89,0.31002181701727344,2024,9,Sep,2024-09
946,2024-04-18,C1047,East,Electronics,Monitor,3,229.45,0.1,619.52,554.16,65.36,0.10550103305785125,2024,4,Apr,2024-04
947,2025-08-13,C1046,South,Electronics,Laptop,2,711.37,0.15,1209.33,1118.61,90.72,0.07501674480910918,2025,8,Aug,2025-08
948,2025-05-18,C1060,East,Electronics,Laptop,7,655.7,0.0,4589.9,3035.08,1554.82,0.3387481208740931,2025,5,May,2025-05
949,2025-03-17,C1091,West,Accessories,Keyboard,7,36.37,0.1,229.13,198.1,31.03,0.13542530441234235,2025,3,Mar,2025-03
950,2024-06-15,C1395,Central,Electronics,Monitor,4,238.23,0.15,809.98,613.36,196.62,0.2427467344872713,2024,6,Jun,2024-06
951,2024-03-14,C1459,South,Electronics,Monitor,7,238.7,0.2,1336.72,1284.19,52.53,0.03929768388293734,2024,3,Mar,2024-03
952,2024-03-10,C1431,West,Furniture,Desk,7,243.96,0.0,1707.72,1148.78,558.94,0.3273018996088352,2024,3,Mar,2024-03
953,2024-11-20,C1060,North,Electronics,Monitor,7,201.16,0.0,1408.12,1039.71,368.41,0.26163253131835357,2024,11,Nov,2024-11
954,2025-01-31,C1383,West,Office Supplies,Printer Paper,1,11.14,0.0,11.14,8.13,3.01,0.27019748653500897,2025,1,Jan,2025-01
955,2024-06-06,C1449,Central,Accessories,Backpack,7,43.57,0.1,274.49,247.3,27.19,0.0990564319283034,2024,6,Jun,2024-06
956,2024-09-13,C1145,North,Accessories,Backpack,3,43.78,0.05,124.77,96.33,28.44,0.22793940851166147,2024,9,Sep,2024-09
957,2024-12-31,C1178,South,Accessories,USB Hub,4,32.0,0.15,108.8,83.38,25.42,0.23363970588235297,2024,12,Dec,2024-12
958,2024-10-19,C1374,Central,Furniture,Table Lamp,3,50.23,0.05,143.16,123.18,19.98,0.13956412405699917,2024,10,Oct,2024-10
959,2024-03-20,C1573,West,Furniture,Table Lamp,1,55.35,0.0,55.35,38.51,16.84,0.30424570912375787,2024,3,Mar,2024-03
960,2025-08-28,C1160,West,Office Supplies,Notebook,2,7.36,0.0,14.72,10.57,4.15,0.281929347826087,2025,8,Aug,2025-08
961,2024-08-24,C1473,North,Electronics,Laptop,2,704.86,0.1,1268.75,883.63,385.12,0.30354285714285717,2024,8,Aug,2024-08
962,2025-11-01,C1486,North,Furniture,Desk,6,256.09,0.05,1459.71,938.46,521.25,0.35709147707421335,2025,11,Nov,2025-11
963,2025-02-09,C1147,West,Office Supplies,Pen Set,5,9.03,0.1,40.64,27.94,12.7,0.3125,2025,2,Feb,2025-02
964,2024-05-01,C1427,North,Office Supplies,Pen Set,2,9.54,0.0,19.08,14.06,5.02,0.2631027253668763,2024,5,May,2024-05
965,2025-02-24,C1379,North,Office Supplies,Notebook,5,8.02,0.15,34.08,24.28,9.8,0.28755868544600943,2025,2,Feb,2025-02
966,2024-01-02,C1275,East,Electronics,Smartphone,2,457.25,0.05,868.78,566.32,302.46,0.34814337346624,2024,1,Jan,2024-01
967,2024-01-07,C1203,North,Furniture,Table Lamp,6,55.67,0.2,267.22,248.84,18.38,0.06878227677569043,2024,1,Jan,2024-01
968,2025-06-26,C1126,North,Accessories,Backpack,6,46.35,0.05,264.2,162.95,101.25,0.38323239969719913,2025,6,Jun,2025-06
969,2025-05-08,C1562,East,Electronics,Headphones,3,81.33,0.0,243.99,181.9,62.09,0.25447764252633304,2025,5,May,2025-05
970,2025-08-29,C1216,North,Furniture,Desk,5,260.68,0.1,1173.06,911.03,262.03,0.22337305849658157,2025,8,Aug,2025-08
971,2024-07-01,C1052,North,Electronics,Monitor,7,220.71,0.05,1467.72,1009.11,458.61,0.31246423023464964,2024,7,Jul,2024-07
972,2024-12-03,C1068,Central,Electronics,Laptop,4,665.11,0.0,2660.44,1826.46,833.98,0.3134744628708033,2024,12,Dec,2024-12
